NmPratoSopa;NmPratoSopaEN;NmPratoCarne;NmPratoCarneEN;NmPratoPeixe;NmPratoPeixeEN;NmPratoVegetariano;NmPratoVegetarianoEN;NmPratoSobremesa;NmPratoSobremesaEN;Observacoes;DescricaoCarne;DescricaoPeixe;DescricaoVegetariano;DescricaoEmenta;DescricaoEmentaPT;IDPratoSopaFK;IDPratoCarneFK;IDPratoPeixeFK;IDPratoVegetarianoFK;IDPratoSobremesaFK;ReservaAte;ReservasAtePenalizacaoValor;CancelamentoAte;CancelamentoAtePenalizacaoValor;Data;IDEmentaData;DataRefeicao;IDCantinaFK;IDTipoRefeicaoFK;DataRefeicaoOnly;Preco;NmCantina;IDPoloFK;NmPolo;NmTipoRefeicao;NmTipoRefeicaoEN;SopaPTEN;CarnePTEN;PeixePTEN;SobremesaPTEN;VegetarianoPTEN;ImprimePrecos
Feijão frade com couve lombarda;Bean soup with savoy cabbage;Espetadas com batata dourada;Turkey brochette with golden potatoes;;;Couscous com pimentos;Couscous with peppers;Fruta;Fruit;;Feijão frade com couve lombarda (Bean soup with savoy cabbage)Espetadas com batata dourada (Turkey brochette with golden potatoes)Fruta (Fruit);Feijão frade com couve lombarda (Bean soup with savoy cabbage) ()Fruta (Fruit);Feijão frade com couve lombarda (Bean soup with savoy cabbage)Couscous com pimentos (Couscous with peppers)Fruta (Fruit);Feijão frade com couve lombarda (Bean soup with savoy cabbage)Espetadas com batata dourada (Turkey brochette with golden potatoes) ()Couscous com pimentos (Couscous with peppers)Fruta (Fruit);Feijão frade com couve lombarda | Espetadas com batata dourada |  | Couscous com pimentos | Fruta;449;416;;117;15;03/11/2023;0,5;03/11/2023;0,5;03/11/2023;1292;03/11/2023;2;1;2023-11-03;0;Cantina 2;4;Residências;Almoço;Lunch;Feijão frade com couve lombarda | Bean soup with savoy cabbage;Espetadas com batata dourada | Turkey brochette with golden potatoes; | ;Fruta | Fruit;Couscous com pimentos | Couscous with peppers;0
Feijão frade com couve lombarda;Bean soup with savoy cabbage;Merengó de novilho com arroz;Veal stew with rice;Perca grelhada;Grilled perch;Lentilhas estufadas;Lentils stew;Fruta;Fruit;;Feijão frade com couve lombarda (Bean soup with savoy cabbage)Merengó de novilho com arroz (Veal stew with rice)Fruta (Fruit);Feijão frade com couve lombarda (Bean soup with savoy cabbage)Perca grelhada (Grilled perch)Fruta (Fruit);Feijão frade com couve lombarda (Bean soup with savoy cabbage)Lentilhas estufadas (Lentils stew)Fruta (Fruit);Feijão frade com couve lombarda (Bean soup with savoy cabbage)Merengó de novilho com arroz (Veal stew with rice)Perca grelhada (Grilled perch)Lentilhas estufadas (Lentils stew)Fruta (Fruit);Feijão frade com couve lombarda | Merengó de novilho com arroz | Perca grelhada | Lentilhas estufadas | Fruta;449;426;131;67;15;06/11/2023;0,5;06/11/2023;0,5;06/11/2023;1308;06/11/2023;2;2;2023-11-06;0;Cantina 2;4;Residências;Jantar;Dinner;Feijão frade com couve lombarda | Bean soup with savoy cabbage;Merengó de novilho com arroz | Veal stew with rice;Perca grelhada | Grilled perch;Fruta | Fruit;Lentilhas estufadas | Lentils stew;0
Canja;Chicken soup;Carne de porco à alentejana;Fried pork meat with clams and chips;Abrótea estufada c/ puré;White fish stew;Strogonoff vegetariano;Vegetarian stroganoff;Fruta;Fruit;;Canja (Chicken soup)Carne de porco à alentejana (Fried pork meat with clams and chips)Fruta (Fruit);Canja (Chicken soup)Abrótea estufada c/ puré (White fish stew)Fruta (Fruit);Canja (Chicken soup)Strogonoff vegetariano (Vegetarian stroganoff)Fruta (Fruit);Canja (Chicken soup)Carne de porco à alentejana (Fried pork meat with clams and chips)Abrótea estufada c/ puré (White fish stew)Strogonoff vegetariano (Vegetarian stroganoff)Fruta (Fruit);Canja | Carne de porco à alentejana | Abrótea estufada c/ puré | Strogonoff vegetariano | Fruta;524;2;237;462;15;07/11/2023;0,5;07/11/2023;0,5;07/11/2023;1309;07/11/2023;2;2;2023-11-07;0;Cantina 2;4;Residências;Jantar;Dinner;Canja | Chicken soup;Carne de porco à alentejana | Fried pork meat with clams and chips;Abrótea estufada c/ puré | White fish stew;Fruta | Fruit;Strogonoff vegetariano | Vegetarian stroganoff;0
Feijão verde;Green beans soup;Costeletas panadas com laranja;Breaded pork chops with orange;Salada fria com atum;Cold salad with tuna;Salada fria de legumes;Cold salad with vegetables;Iogurte;Yogurt;;Feijão verde (Green beans soup)Costeletas panadas com laranja (Breaded pork chops with orange)Iogurte (Yogurt);Feijão verde (Green beans soup)Salada fria com atum (Cold salad with tuna)Iogurte (Yogurt);Feijão verde (Green beans soup)Salada fria de legumes (Cold salad with vegetables)Iogurte (Yogurt);Feijão verde (Green beans soup)Costeletas panadas com laranja (Breaded pork chops with orange)Salada fria com atum (Cold salad with tuna)Salada fria de legumes (Cold salad with vegetables)Iogurte (Yogurt);Feijão verde | Costeletas panadas com laranja | Salada fria com atum | Salada fria de legumes | Iogurte;23;603;225;382;5;08/11/2023;0,5;08/11/2023;0,5;08/11/2023;1310;08/11/2023;2;2;2023-11-08;0;Cantina 2;4;Residências;Jantar;Dinner;Feijão verde | Green beans soup;Costeletas panadas com laranja | Breaded pork chops with orange;Salada fria com atum | Cold salad with tuna;Iogurte | Yogurt;Salada fria de legumes | Cold salad with vegetables;0
Creme de legumes;Vegetable cream;Feijoada;Red beans stew with pork meat, kale and rice;Douradinhos c/ arroz;Hake bars with rice;Feijoada de vegetais;Bean and vegetables stewed;Fruta;Fruit;;Creme de legumes (Vegetable cream)Feijoada (Red beans stew with pork meat, kale and rice)Fruta (Fruit);Creme de legumes (Vegetable cream)Douradinhos c/ arroz (Hake bars with rice)Fruta (Fruit);Creme de legumes (Vegetable cream)Feijoada de vegetais (Bean and vegetables stewed)Fruta (Fruit);Creme de legumes (Vegetable cream)Feijoada (Red beans stew with pork meat, kale and rice)Douradinhos c/ arroz (Hake bars with rice)Feijoada de vegetais (Bean and vegetables stewed)Fruta (Fruit);Creme de legumes | Feijoada | Douradinhos c/ arroz | Feijoada de vegetais | Fruta;194;181;304;9;15;09/11/2023;0,5;09/11/2023;0,5;09/11/2023;1311;09/11/2023;2;2;2023-11-09;0;Cantina 2;4;Residências;Jantar;Dinner;Creme de legumes | Vegetable cream;Feijoada | Red beans stew with pork meat, kale and rice;Douradinhos c/ arroz | Hake bars with rice;Fruta | Fruit;Feijoada de vegetais | Bean and vegetables stewed;0
Creme de abóbora;Pumpkin cream;;;Bacalhau à gomes de sá;Flaked codfish w/ potatoes,hard boiled eggs,parsley,black olives;Grão guisado com legumes;Chickpea stew vegetables;Arroz doce;Sweet rice;;Creme de abóbora (Pumpkin cream) ()Arroz doce (Sweet rice);Creme de abóbora (Pumpkin cream)Bacalhau à gomes de sá (Flaked codfish w/ potatoes,hard boiled eggs,parsley,black olives)Arroz doce (Sweet rice);Creme de abóbora (Pumpkin cream)Grão guisado com legumes (Chickpea stew vegetables)Arroz doce (Sweet rice);Creme de abóbora (Pumpkin cream) ()Bacalhau à gomes de sá (Flaked codfish w/ potatoes,hard boiled eggs,parsley,black olives)Grão guisado com legumes (Chickpea stew vegetables)Arroz doce (Sweet rice);Creme de abóbora |  | Bacalhau à gomes de sá | Grão guisado com legumes | Arroz doce;346;;77;104;85;10/11/2023;0,5;10/11/2023;0,5;10/11/2023;1312;10/11/2023;2;2;2023-11-10;0;Cantina 2;4;Residências;Jantar;Dinner;Creme de abóbora | Pumpkin cream; | ;Bacalhau à gomes de sá | Flaked codfish w/ potatoes,hard boiled eggs,parsley,black olives;Arroz doce | Sweet rice;Grão guisado com legumes | Chickpea stew vegetables;0
Brócolos;Broccoli soup;Rissóis de carne com arroz de macedónia;Meat patties with vegetable rice;Pescada estufada com molho de tomate e legumes;Stewed hake with tomato sauce and vegetables;Legumes estufados;Stewed vegetables;Fruta;Fruit;;Brócolos (Broccoli soup)Rissóis de carne com arroz de macedónia (Meat patties with vegetable rice)Fruta (Fruit);Brócolos (Broccoli soup)Pescada estufada com molho de tomate e legumes (Stewed hake with tomato sauce and vegetables)Fruta (Fruit);Brócolos (Broccoli soup)Legumes estufados (Stewed vegetables)Fruta (Fruit);Brócolos (Broccoli soup)Rissóis de carne com arroz de macedónia (Meat patties with vegetable rice)Pescada estufada com molho de tomate e legumes (Stewed hake with tomato sauce and vegetables)Legumes estufados (Stewed vegetables)Fruta (Fruit);Brócolos | Rissóis de carne com arroz de macedónia | Pescada estufada com molho de tomate e legumes | Legumes estufados | Fruta;129;464;469;487;15;06/11/2023;0,5;06/11/2023;0,5;06/11/2023;1323;06/11/2023;2;1;2023-11-06;0;Cantina 2;4;Residências;Almoço;Lunch;Brócolos | Broccoli soup;Rissóis de carne com arroz de macedónia | Meat patties with vegetable rice;Pescada estufada com molho de tomate e legumes | Stewed hake with tomato sauce and vegetables;Fruta | Fruit;Legumes estufados | Stewed vegetables;0
Peixe;Fish soup;Bife de peru com molho de cogumelos e batata frita;Turkey steak with mushroom sauce and french fries;Maruca estufada com batata;Ling stew with boiled potato;Almôndegas vegan;Vegan meatballs;Fruta;Fruit;;Peixe (Fish soup)Bife de peru com molho de cogumelos e batata frita (Turkey steak with mushroom sauce and french fries)Fruta (Fruit);Peixe (Fish soup)Maruca estufada com batata (Ling stew with boiled potato)Fruta (Fruit);Peixe (Fish soup)Almôndegas vegan (Vegan meatballs)Fruta (Fruit);Peixe (Fish soup)Bife de peru com molho de cogumelos e batata frita (Turkey steak with mushroom sauce and french fries)Maruca estufada com batata (Ling stew with boiled potato)Almôndegas vegan (Vegan meatballs)Fruta (Fruit);Peixe | Bife de peru com molho de cogumelos e batata frita | Maruca estufada com batata | Almôndegas vegan | Fruta;56;631;69;612;15;08/11/2023;0,5;08/11/2023;0,5;08/11/2023;1324;08/11/2023;2;1;2023-11-08;0;Cantina 2;4;Residências;Almoço;Lunch;Peixe | Fish soup;Bife de peru com molho de cogumelos e batata frita | Turkey steak with mushroom sauce and french fries;Maruca estufada com batata | Ling stew with boiled potato;Fruta | Fruit;Almôndegas vegan | Vegan meatballs;0
Grão c/ hortaliça;Cheackpeas soup with vegetables;Empadão;Large meat pie;Peixe espada no forno;Swordfish in the oven;Legumes no forno com batata;Oven backed vegetables and potato;Iogurte;Yogurt;;Grão c/ hortaliça (Cheackpeas soup with vegetables)Empadão (Large meat pie)Iogurte (Yogurt);Grão c/ hortaliça (Cheackpeas soup with vegetables)Peixe espada no forno (Swordfish in the oven)Iogurte (Yogurt);Grão c/ hortaliça (Cheackpeas soup with vegetables)Legumes no forno com batata (Oven backed vegetables and potato)Iogurte (Yogurt);Grão c/ hortaliça (Cheackpeas soup with vegetables)Empadão (Large meat pie)Peixe espada no forno (Swordfish in the oven)Legumes no forno com batata (Oven backed vegetables and potato)Iogurte (Yogurt);Grão c/ hortaliça | Empadão | Peixe espada no forno | Legumes no forno com batata | Iogurte;299;118;389;94;5;07/11/2023;0,5;07/11/2023;0,5;07/11/2023;1325;07/11/2023;2;1;2023-11-07;0;Cantina 2;4;Residências;Almoço;Lunch;Grão c/ hortaliça | Cheackpeas soup with vegetables;Empadão | Large meat pie;Peixe espada no forno | Swordfish in the oven;Iogurte | Yogurt;Legumes no forno com batata | Oven backed vegetables and potato;0
Courgete com coentros;Courgette with coriander soup;Strogonoff de novilho com arroz branco;Veal stroganoff with white rice;;;Strogonoff vegetariano;Vegetarian stroganoff;Fruta;Fruit;;Courgete com coentros (Courgette with coriander soup)Strogonoff de novilho com arroz branco (Veal stroganoff with white rice)Fruta (Fruit);Courgete com coentros (Courgette with coriander soup) ()Fruta (Fruit);Courgete com coentros (Courgette with coriander soup)Strogonoff vegetariano (Vegetarian stroganoff)Fruta (Fruit);Courgete com coentros (Courgette with coriander soup)Strogonoff de novilho com arroz branco (Veal stroganoff with white rice) ()Strogonoff vegetariano (Vegetarian stroganoff)Fruta (Fruit);Courgete com coentros | Strogonoff de novilho com arroz branco |  | Strogonoff vegetariano | Fruta;50;7;;462;15;10/11/2023;0,5;10/11/2023;0,5;10/11/2023;1326;10/11/2023;2;1;2023-11-10;0;Cantina 2;4;Residências;Almoço;Lunch;Courgete com coentros | Courgette with coriander soup;Strogonoff de novilho com arroz branco | Veal stroganoff with white rice; | ;Fruta | Fruit;Strogonoff vegetariano | Vegetarian stroganoff;0
Creme de alface;Lettuce cream;Novilho à primavera com esparguete;Veal stew with corn, carrots and peppers and spaghetti;Choquinhos à algarvia;Fried cuttlefish with coriander;Caril vegan;Vegan curry;Pudim;Puding;;Creme de alface (Lettuce cream)Novilho à primavera com esparguete (Veal stew with corn, carrots and peppers and spaghetti)Pudim (Puding);Creme de alface (Lettuce cream)Choquinhos à algarvia (Fried cuttlefish with coriander)Pudim (Puding);Creme de alface (Lettuce cream)Caril vegan (Vegan curry)Pudim (Puding);Creme de alface (Lettuce cream)Novilho à primavera com esparguete (Veal stew with corn, carrots and peppers and spaghetti)Choquinhos à algarvia (Fried cuttlefish with coriander)Caril vegan (Vegan curry)Pudim (Puding);Creme de alface | Novilho à primavera com esparguete | Choquinhos à algarvia | Caril vegan | Pudim;107;344;547;453;193;09/11/2023;0,5;09/11/2023;0,5;09/11/2023;1327;09/11/2023;2;1;2023-11-09;0;Cantina 2;4;Residências;Almoço;Lunch;Creme de alface | Lettuce cream;Novilho à primavera com esparguete | Veal stew with corn, carrots and peppers and spaghetti;Choquinhos à algarvia | Fried cuttlefish with coriander;Pudim | Puding;Caril vegan | Vegan curry;0
Feijão verde;Green beans soup;Almôndegas com puré;Meatballs stew with mashed potatoes;Pasteis de bacalhau com arroz colorido;Codfish cakes with colored rice;Nuggets vegetarianos;Nuggets vegetarian;Fruta;Fruit;;Feijão verde (Green beans soup)Almôndegas com puré (Meatballs stew with mashed potatoes)Fruta (Fruit);Feijão verde (Green beans soup)Pasteis de bacalhau com arroz colorido (Codfish cakes with colored rice)Fruta (Fruit);Feijão verde (Green beans soup)Nuggets vegetarianos (Nuggets vegetarian)Fruta (Fruit);Feijão verde (Green beans soup)Almôndegas com puré (Meatballs stew with mashed potatoes)Pasteis de bacalhau com arroz colorido (Codfish cakes with colored rice)Nuggets vegetarianos (Nuggets vegetarian)Fruta (Fruit);Feijão verde | Almôndegas com puré | Pasteis de bacalhau com arroz colorido | Nuggets vegetarianos | Fruta;23;28;432;535;15;13/11/2023;0,5;13/11/2023;0,5;13/11/2023;1338;13/11/2023;2;1;2023-11-13;0;Cantina 2;4;Residências;Almoço;Lunch;Feijão verde | Green beans soup;Almôndegas com puré | Meatballs stew with mashed potatoes;Pasteis de bacalhau com arroz colorido | Codfish cakes with colored rice;Fruta | Fruit;Nuggets vegetarianos | Nuggets vegetarian;0
Canja;Chicken soup;Carne de porco guisada com cogumelos e arroz branco;Pork stew with mushrooms and white rice;Peixe frito com arroz de tomate;Fried fish with tomato rice;Caril vegan;Vegan curry;Iogurte;Yogurt;;Canja (Chicken soup)Carne de porco guisada com cogumelos e arroz branco (Pork stew with mushrooms and white rice)Iogurte (Yogurt);Canja (Chicken soup)Peixe frito com arroz de tomate (Fried fish with tomato rice)Iogurte (Yogurt);Canja (Chicken soup)Caril vegan (Vegan curry)Iogurte (Yogurt);Canja (Chicken soup)Carne de porco guisada com cogumelos e arroz branco (Pork stew with mushrooms and white rice)Peixe frito com arroz de tomate (Fried fish with tomato rice)Caril vegan (Vegan curry)Iogurte (Yogurt);Canja | Carne de porco guisada com cogumelos e arroz branco | Peixe frito com arroz de tomate | Caril vegan | Iogurte;524;97;632;453;5;14/11/2023;0,5;14/11/2023;0,5;14/11/2023;1339;14/11/2023;2;1;2023-11-14;0;Cantina 2;4;Residências;Almoço;Lunch;Canja | Chicken soup;Carne de porco guisada com cogumelos e arroz branco | Pork stew with mushrooms and white rice;Peixe frito com arroz de tomate | Fried fish with tomato rice;Iogurte | Yogurt;Caril vegan | Vegan curry;0
Alho francês;French garlic soup;Rancho;Meat broth with chick peas, macarroni;Feijão frade com atum;Friar bean with tuna, boiled eggs, onion;Arroz de feijão com legumes;Bean rice with vegetables;Fruta;Fruit;;Alho francês (French garlic soup)Rancho (Meat broth with chick peas, macarroni)Fruta (Fruit);Alho francês (French garlic soup)Feijão frade com atum (Friar bean with tuna, boiled eggs, onion)Fruta (Fruit);Alho francês (French garlic soup)Arroz de feijão com legumes (Bean rice with vegetables)Fruta (Fruit);Alho francês (French garlic soup)Rancho (Meat broth with chick peas, macarroni)Feijão frade com atum (Friar bean with tuna, boiled eggs, onion)Arroz de feijão com legumes (Bean rice with vegetables)Fruta (Fruit);Alho francês | Rancho | Feijão frade com atum | Arroz de feijão com legumes | Fruta;158;492;74;498;15;15/11/2023;0,5;15/11/2023;0,5;15/11/2023;1340;15/11/2023;2;1;2023-11-15;0;Cantina 2;4;Residências;Almoço;Lunch;Alho francês | French garlic soup;Rancho | Meat broth with chick peas, macarroni;Feijão frade com atum | Friar bean with tuna, boiled eggs, onion;Fruta | Fruit;Arroz de feijão com legumes | Bean rice with vegetables;0
Cenoura;Carrot soup;Frango assado com arroz e batata frita;Roast chicken with rice and fries;Abrótea estufada com batata cozida;Stewed whiting with boiled potatos;Legumes estufados;Stewed vegetables;Gelatina;Gelatin;;Cenoura (Carrot soup)Frango assado com arroz e batata frita (Roast chicken with rice and fries)Gelatina (Gelatin);Cenoura (Carrot soup)Abrótea estufada com batata cozida (Stewed whiting with boiled potatos)Gelatina (Gelatin);Cenoura (Carrot soup)Legumes estufados (Stewed vegetables)Gelatina (Gelatin);Cenoura (Carrot soup)Frango assado com arroz e batata frita (Roast chicken with rice and fries)Abrótea estufada com batata cozida (Stewed whiting with boiled potatos)Legumes estufados (Stewed vegetables)Gelatina (Gelatin);Cenoura | Frango assado com arroz e batata frita | Abrótea estufada com batata cozida | Legumes estufados | Gelatina;27;108;380;487;49;16/11/2023;0,5;16/11/2023;0,5;16/11/2023;1341;16/11/2023;2;1;2023-11-16;0;Cantina 2;4;Residências;Almoço;Lunch;Cenoura | Carrot soup;Frango assado com arroz e batata frita | Roast chicken with rice and fries;Abrótea estufada com batata cozida | Stewed whiting with boiled potatos;Gelatina | Gelatin;Legumes estufados | Stewed vegetables;0
Ovo;Egg soup;;;Bacalhau à conde da guarda;Gratin of salted codfish with mashed potatoes;Espinafres estufados com tomate e ovo escalfado;Stewed spinach with tomato and poached egg;Fruta;Fruit;;Ovo (Egg soup) ()Fruta (Fruit);Ovo (Egg soup)Bacalhau à conde da guarda (Gratin of salted codfish with mashed potatoes)Fruta (Fruit);Ovo (Egg soup)Espinafres estufados com tomate e ovo escalfado (Stewed spinach with tomato and poached egg)Fruta (Fruit);Ovo (Egg soup) ()Bacalhau à conde da guarda (Gratin of salted codfish with mashed potatoes)Espinafres estufados com tomate e ovo escalfado (Stewed spinach with tomato and poached egg)Fruta (Fruit);Ovo |  | Bacalhau à conde da guarda | Espinafres estufados com tomate e ovo escalfado | Fruta;41;;542;633;15;17/11/2023;0,5;17/11/2023;0,5;17/11/2023;1342;17/11/2023;2;1;2023-11-17;0;Cantina 2;4;Residências;Almoço;Lunch;Ovo | Egg soup; | ;Bacalhau à conde da guarda | Gratin of salted codfish with mashed potatoes;Fruta | Fruit;Espinafres estufados com tomate e ovo escalfado | Stewed spinach with tomato and poached egg;0
